brit_id,pth_url,ark,title,date,relation,relation_url,relation_type
BRIT-A-AR003-002-01-008,https://texashistory.unt.edu/ark/67531/metapth1634319,ark/67531/metapth1634319,['[Kangaroo laying on the ground in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-007,https://texashistory.unt.edu/ark/67531/metapth1634318,ark/67531/metapth1634318,['[Two wombats in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-003,https://texashistory.unt.edu/ark/67531/metapth1634314,ark/67531/metapth1634314,['[Ostrich close-up in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-004,https://texashistory.unt.edu/ark/67531/metapth1634315,ark/67531/metapth1634315,['[Unidentified animal looking downward in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-005,https://texashistory.unt.edu/ark/67531/metapth1634316,ark/67531/metapth1634316,['[Unidentified animal peering upward in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-002,https://texashistory.unt.edu/ark/67531/metapth1634313,ark/67531/metapth1634313,"['[Small rodent perched on a branch in either Australia or Hawaii, United States]']",['1962'],,,
BRIT-A-AR003-002-01-006,https://texashistory.unt.edu/ark/67531/metapth1634317,ark/67531/metapth1634317,['[Illustration of an unknown bird]'],['1964'],,,
BRIT-A-AR003-002-01-001,https://texashistory.unt.edu/ark/67531/metapth1634312,ark/67531/metapth1634312,['[Two emus standing on dirt in Australia]'],['1962'],,,
BRIT-A-AR003-002--01015,https://texashistory.unt.edu/ark/67531/metapth1634326,ark/67531/metapth1634326,['[Unidentified animal in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-016,https://texashistory.unt.edu/ark/67531/metapth1634327,ark/67531/metapth1634327,['[Unidentified bird in Australia]'],['1963'],,,
BRIT-A-AR003-002-01-014,https://texashistory.unt.edu/ark/67531/metapth1634325,ark/67531/metapth1634325,['[Unidentified bird in Australia]'],['1963'],,,
BRIT-A-AR003-002-01-011,https://texashistory.unt.edu/ark/67531/metapth1634322,ark/67531/metapth1634322,['[Three emus in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-013,https://texashistory.unt.edu/ark/67531/metapth1634324,ark/67531/metapth1634324,['[Illustration of a marsupial rhinoceros from Australia]'],['1962'],,,
BRIT-A-AR003-002-01-010,https://texashistory.unt.edu/ark/67531/metapth1634321,ark/67531/metapth1634321,['[Emu in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-012,https://texashistory.unt.edu/ark/67531/metapth1634323,ark/67531/metapth1634323,['[Unidentified bird in Australia]'],['1963'],,,
BRIT-A-AR003-002-01-009,https://texashistory.unt.edu/ark/67531/metapth1634320,ark/67531/metapth1634320,['[Two dingos laying down in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-018,https://texashistory.unt.edu/ark/67531/metapth1634329,ark/67531/metapth1634329,['[Unidentified animal in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-019,https://texashistory.unt.edu/ark/67531/metapth1634330,ark/67531/metapth1634330,['[Unidentified animal in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-017,https://texashistory.unt.edu/ark/67531/metapth1634328,ark/67531/metapth1634328,['[Unidentified animal in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-020,https://texashistory.unt.edu/ark/67531/metapth1634331,ark/67531/metapth1634331,['[Tasmanian devil in Australia]'],['1962'],,,
BRIT-A-AR003-002-01-022,https://texashistory.unt.edu/ark/67531/metapth1634333,ark/67531/metapth1634333,['[Kangaroo and joey in Australia]'],['[1962..1963]'],,,
BRIT-A-AR003-002-01-021,https://texashistory.unt.edu/ark/67531/metapth1634332,ark/67531/metapth1634332,['[Unidentified bird in Australia]'],['1963'],,,
BRIT-A-AR003-002-01-023,https://texashistory.unt.edu/ark/67531/metapth1634334,ark/67531/metapth1634334,['[Emu in Australia]'],['19XX'],,,
BRIT-A-AR003-002-01-025,https://texashistory.unt.edu/ark/67531/metapth1634336,ark/67531/metapth1634336,"['[Unidentified plants on rocks in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-024,https://texashistory.unt.edu/ark/67531/metapth1634335,ark/67531/metapth1634335,['[Young koala bear on a branch in Australia]'],['19XX'],,,
BRIT-A-AR003-002-01-026,https://texashistory.unt.edu/ark/67531/metapth1634337,ark/67531/metapth1634337,"['[Calendula maderensis in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-027,https://texashistory.unt.edu/ark/67531/metapth1634338,ark/67531/metapth1634338,"['[Calendula maderensis in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-029,https://texashistory.unt.edu/ark/67531/metapth1634340,ark/67531/metapth1634340,"['[Calendula maderensis in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-031,https://texashistory.unt.edu/ark/67531/metapth1634342,ark/67531/metapth1634342,"['[Calendula maderensis in Sexial Beach, Portgual]']",['1967'],,,
BRIT-A-AR003-002-01-030,https://texashistory.unt.edu/ark/67531/metapth1634341,ark/67531/metapth1634341,"['[Calendula maderensis in Sexual Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-028,https://texashistory.unt.edu/ark/67531/metapth1634339,ark/67531/metapth1634339,"['[Unidentified plant in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-032,https://texashistory.unt.edu/ark/67531/metapth1634343,ark/67531/metapth1634343,"['[Unidentified plants in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-034,https://texashistory.unt.edu/ark/67531/metapth1634345,ark/67531/metapth1634345,"['[Unidentified lizard in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-033,https://texashistory.unt.edu/ark/67531/metapth1634344,ark/67531/metapth1634344,"['[Unidentified plant in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-035,https://texashistory.unt.edu/ark/67531/metapth1634346,ark/67531/metapth1634346,"['[Unidentified lizard in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-038,https://texashistory.unt.edu/ark/67531/metapth1634349,ark/67531/metapth1634349,['[Echium pininana in the Canary Islands]'],['[1967..1968]'],,,
BRIT-A-AR003-002-01-036,https://texashistory.unt.edu/ark/67531/metapth1634347,ark/67531/metapth1634347,"['[Unidentified lizard in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-037,https://texashistory.unt.edu/ark/67531/metapth1634348,ark/67531/metapth1634348,"['[Unidentified lizard in Sexial Beach, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-039,https://texashistory.unt.edu/ark/67531/metapth1634350,ark/67531/metapth1634350,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-043,https://texashistory.unt.edu/ark/67531/metapth1634354,ark/67531/metapth1634354,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-042,https://texashistory.unt.edu/ark/67531/metapth1634353,ark/67531/metapth1634353,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-040,https://texashistory.unt.edu/ark/67531/metapth1634351,ark/67531/metapth1634351,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-041,https://texashistory.unt.edu/ark/67531/metapth1634352,ark/67531/metapth1634352,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-044,https://texashistory.unt.edu/ark/67531/metapth1634355,ark/67531/metapth1634355,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-046,https://texashistory.unt.edu/ark/67531/metapth1634357,ark/67531/metapth1634357,['[Centaurea in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-045,https://texashistory.unt.edu/ark/67531/metapth1634356,ark/67531/metapth1634356,['[Echium pininana in the Canary Islands]'],['1969-07~'],,,
BRIT-A-AR003-002-01-047,https://texashistory.unt.edu/ark/67531/metapth1634358,ark/67531/metapth1634358,['[Centaurea in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-048,https://texashistory.unt.edu/ark/67531/metapth1634359,ark/67531/metapth1634359,['[Centaurea growing in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-049,https://texashistory.unt.edu/ark/67531/metapth1634360,ark/67531/metapth1634360,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-050,https://texashistory.unt.edu/ark/67531/metapth1634361,ark/67531/metapth1634361,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-051,https://texashistory.unt.edu/ark/67531/metapth1634362,ark/67531/metapth1634362,['[Centaurea growing in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-052,https://texashistory.unt.edu/ark/67531/metapth1634363,ark/67531/metapth1634363,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-053,https://texashistory.unt.edu/ark/67531/metapth1634364,ark/67531/metapth1634364,['[Echium pininana in the Canary Islands]'],['1967'],,,
BRIT-A-AR003-002-01-054,https://texashistory.unt.edu/ark/67531/metapth1634365,ark/67531/metapth1634365,"['[Ixanthus viscosus on La Palma, Canary Islands]', 'Sherwin Carlquist Extended Specimen Network']",['1967-06-13'],"['This image relates to a plant population of Ixanthus viscosus, photographed at the same location and date as California Botanic Garden specimen RSA0466106, https://www.cch2.org/portal/collections/individual/index.php?occid=5658453&clid=0']",https://www.cch2.org/portal/collections/individual/index.php?occid=5658453&clid=0,population
BRIT-A-AR003-002-01-057,https://texashistory.unt.edu/ark/67531/metapth1634368,ark/67531/metapth1634368,"['[Aeonium in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-055,https://texashistory.unt.edu/ark/67531/metapth1634366,ark/67531/metapth1634366,"['[Ixanthus viscosus on La Palma, Canary Islands]', 'Sherwin Carlquist Extended Specimen Network']",['1967-06-13'],"['This image relates to a plant population of Ixanthus viscosus, photographed at the same location and date as California Botanic Garden specimen RSA0466106, https://www.cch2.org/portal/collections/individual/index.php?occid=5658453&clid=0']",https://www.cch2.org/portal/collections/individual/index.php?occid=5658453&clid=0,population
BRIT-A-AR003-002-01-056,https://texashistory.unt.edu/ark/67531/metapth1634367,ark/67531/metapth1634367,"['[Aeonium in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-058,https://texashistory.unt.edu/ark/67531/metapth1634369,ark/67531/metapth1634369,"['[Unidentified plant in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-059,https://texashistory.unt.edu/ark/67531/metapth1634370,ark/67531/metapth1634370,"['[Unidentified plant in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-060,https://texashistory.unt.edu/ark/67531/metapth1634371,ark/67531/metapth1634371,"['[Unidentified plant in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-061,https://texashistory.unt.edu/ark/67531/metapth1634372,ark/67531/metapth1634372,"['[Sonchus pinnatus  on La Palma Island]', 'Sherwin Carlquist Extended Specimen Network']",['1967-06-14'],"['This image is the same individual as California Botanic Garden specimen RSA0473670, https://cch2.org/portal/collections/individual/index.php?occid=5685781&clid=0']",https://cch2.org/portal/collections/individual/index.php?occid=5685781&clid=0,specimen
BRIT-A-AR003-002-01-062,https://texashistory.unt.edu/ark/67531/metapth1634373,ark/67531/metapth1634373,"['[Sonchus pinnatus on La Palma, Canary Islands]', 'Sherwin Carlquist Extended Specimen Network']",['1967-06-14'],"['This image is the same individual as California Botanic Garden specimen RSA0473670, https://cch2.org/portal/collections/individual/index.php?occid=5685781&clid=0']",https://cch2.org/portal/collections/individual/index.php?occid=5685781&clid=0,specimen
BRIT-A-AR003-002-01-063,https://texashistory.unt.edu/ark/67531/metapth1634374,ark/67531/metapth1634374,"['[Unidentified plant in La Palma, Canary Island]']",['1967'],,,
BRIT-A-AR003-002-01-064,https://texashistory.unt.edu/ark/67531/metapth1634375,ark/67531/metapth1634375,"['[Gonospermum canariense in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-066,https://texashistory.unt.edu/ark/67531/metapth1634377,ark/67531/metapth1634377,"['[Gonospermum canariense in La Palma, Canary Island]']",['1967'],,,
BRIT-A-AR003-002-01-065,https://texashistory.unt.edu/ark/67531/metapth1634376,ark/67531/metapth1634376,"['[Gonospermum canariense in La Palma, Canary Islands]']",['1967'],,,
BRIT-A-AR003-002-01-067,https://texashistory.unt.edu/ark/67531/metapth1634378,ark/67531/metapth1634378,"['[Dwelling in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-068,https://texashistory.unt.edu/ark/67531/metapth1634379,ark/67531/metapth1634379,"['[Aerial view of Eastern Highlands, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-070,https://texashistory.unt.edu/ark/67531/metapth1634381,ark/67531/metapth1634381,"['[Airplane in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-069,https://texashistory.unt.edu/ark/67531/metapth1634380,ark/67531/metapth1634380,"['[People near a river in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-072,https://texashistory.unt.edu/ark/67531/metapth1634383,ark/67531/metapth1634383,"['[Baruya people in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-071,https://texashistory.unt.edu/ark/67531/metapth1634382,ark/67531/metapth1634382,"['[People in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-073,https://texashistory.unt.edu/ark/67531/metapth1634384,ark/67531/metapth1634384,"['[Aerial view of the Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-079,https://texashistory.unt.edu/ark/67531/metapth1634390,ark/67531/metapth1634390,"['[Unidentified plant in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-080,https://texashistory.unt.edu/ark/67531/metapth1634391,ark/67531/metapth1634391,"['[Aerial view of Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-074,https://texashistory.unt.edu/ark/67531/metapth1634385,ark/67531/metapth1634385,"['[Aerial view of Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-077,https://texashistory.unt.edu/ark/67531/metapth1634388,ark/67531/metapth1634388,"['[Unidentified plant in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-075,https://texashistory.unt.edu/ark/67531/metapth1634386,ark/67531/metapth1634386,"['[People in the Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-076,https://texashistory.unt.edu/ark/67531/metapth1634387,ark/67531/metapth1634387,"['[Unidentified plant in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-078,https://texashistory.unt.edu/ark/67531/metapth1634389,ark/67531/metapth1634389,"['[Aerial view of Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-081,https://texashistory.unt.edu/ark/67531/metapth1634392,ark/67531/metapth1634392,"['[Aerial view of Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-082,https://texashistory.unt.edu/ark/67531/metapth1634393,ark/67531/metapth1634393,"['[People in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-085,https://texashistory.unt.edu/ark/67531/metapth1634396,ark/67531/metapth1634396,"['[People in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-083,https://texashistory.unt.edu/ark/67531/metapth1634394,ark/67531/metapth1634394,"['[Trees in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-084,https://texashistory.unt.edu/ark/67531/metapth1634395,ark/67531/metapth1634395,"['[Person in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-088,https://texashistory.unt.edu/ark/67531/metapth1634399,ark/67531/metapth1634399,"['[Unidentified tree in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-086,https://texashistory.unt.edu/ark/67531/metapth1634397,ark/67531/metapth1634397,"['[Unidentified plant in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-087,https://texashistory.unt.edu/ark/67531/metapth1634398,ark/67531/metapth1634398,"['[People in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-089,https://texashistory.unt.edu/ark/67531/metapth1634400,ark/67531/metapth1634400,"['[People in Eastern Highlands Province, Papua New Guinea]']",['1963'],,,
BRIT-A-AR003-002-01-094,https://texashistory.unt.edu/ark/67531/metapth1634405,ark/67531/metapth1634405,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-096,https://texashistory.unt.edu/ark/67531/metapth1634407,ark/67531/metapth1634407,['[Casuarina in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-090,https://texashistory.unt.edu/ark/67531/metapth1634401,ark/67531/metapth1634401,['[Hydrangea macrophylla in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-091,https://texashistory.unt.edu/ark/67531/metapth1634402,ark/67531/metapth1634402,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-092,https://texashistory.unt.edu/ark/67531/metapth1634403,ark/67531/metapth1634403,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-095,https://texashistory.unt.edu/ark/67531/metapth1634406,ark/67531/metapth1634406,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-093,https://texashistory.unt.edu/ark/67531/metapth1634404,ark/67531/metapth1634404,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-098,https://texashistory.unt.edu/ark/67531/metapth1634409,ark/67531/metapth1634409,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-097,https://texashistory.unt.edu/ark/67531/metapth1634408,ark/67531/metapth1634408,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-099,https://texashistory.unt.edu/ark/67531/metapth1634410,ark/67531/metapth1634410,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-100,https://texashistory.unt.edu/ark/67531/metapth1634411,ark/67531/metapth1634411,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-101,https://texashistory.unt.edu/ark/67531/metapth1634412,ark/67531/metapth1634412,['[Unidentified plant in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-102,https://texashistory.unt.edu/ark/67531/metapth1634413,ark/67531/metapth1634413,['[Danaea nodosa specimen in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-103,https://texashistory.unt.edu/ark/67531/metapth1634414,ark/67531/metapth1634414,['[Danaea nodosa specimen in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-104,https://texashistory.unt.edu/ark/67531/metapth1634415,ark/67531/metapth1634415,"['[Danaea nodosa cross-section in Puerto Rico]', 'Sherwin Carlquist Extended Specimen Network']",['1969-07~'],"['This image relates to a plant population of Danaea nodosa, photographed at the same location and date as California Botanic Garden specimen RSA0458630, https://www.cch2.org/portal/collections/individual/index.php?occid=5582975&clid=0']",https://www.cch2.org/portal/collections/individual/index.php?occid=5582975&clid=0,population
BRIT-A-AR003-002-01-105,https://texashistory.unt.edu/ark/67531/metapth1634416,ark/67531/metapth1634416,['[Danaea nodosa specimen in Puerto Rico]'],['1969'],,,
BRIT-A-AR003-002-01-106,https://texashistory.unt.edu/ark/67531/metapth1634417,ark/67531/metapth1634417,"['[Cliff in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-107,https://texashistory.unt.edu/ark/67531/metapth1634418,ark/67531/metapth1634418,"['[Cliff in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-108,https://texashistory.unt.edu/ark/67531/metapth1634419,ark/67531/metapth1634419,"['[Cliff in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-110,https://texashistory.unt.edu/ark/67531/metapth1634421,ark/67531/metapth1634421,"['[Cliff in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-109,https://texashistory.unt.edu/ark/67531/metapth1634420,ark/67531/metapth1634420,"['[Unidentified plant in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-111,https://texashistory.unt.edu/ark/67531/metapth1634422,ark/67531/metapth1634422,"['[Trees in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-112,https://texashistory.unt.edu/ark/67531/metapth1634423,ark/67531/metapth1634423,"['[Unidentified plant in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-115,https://texashistory.unt.edu/ark/67531/metapth1634426,ark/67531/metapth1634426,"['[Unidentified plant in Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-114,https://texashistory.unt.edu/ark/67531/metapth1634425,ark/67531/metapth1634425,"['[Unidentified plants in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-113,https://texashistory.unt.edu/ark/67531/metapth1634424,ark/67531/metapth1634424,"['[Unidentified plant in Canary Islands, Spain]']",['1967'],,,
BRIT-A-AR003-002-01-118,https://texashistory.unt.edu/ark/67531/metapth1634429,ark/67531/metapth1634429,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-116,https://texashistory.unt.edu/ark/67531/metapth1634427,ark/67531/metapth1634427,"['[Unidentified plant in Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-117,https://texashistory.unt.edu/ark/67531/metapth1634428,ark/67531/metapth1634428,"['[Unidentified plant in Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-119,https://texashistory.unt.edu/ark/67531/metapth1634430,ark/67531/metapth1634430,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-120,https://texashistory.unt.edu/ark/67531/metapth1634431,ark/67531/metapth1634431,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-122,https://texashistory.unt.edu/ark/67531/metapth1634433,ark/67531/metapth1634433,"['[Aerail view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-121,https://texashistory.unt.edu/ark/67531/metapth1634432,ark/67531/metapth1634432,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-123,https://texashistory.unt.edu/ark/67531/metapth1634434,ark/67531/metapth1634434,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-124,https://texashistory.unt.edu/ark/67531/metapth1634435,ark/67531/metapth1634435,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-125,https://texashistory.unt.edu/ark/67531/metapth1634436,ark/67531/metapth1634436,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-126,https://texashistory.unt.edu/ark/67531/metapth1634437,ark/67531/metapth1634437,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-127,https://texashistory.unt.edu/ark/67531/metapth1634438,ark/67531/metapth1634438,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-129,https://texashistory.unt.edu/ark/67531/metapth1634440,ark/67531/metapth1634440,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-128,https://texashistory.unt.edu/ark/67531/metapth1634439,ark/67531/metapth1634439,"['[Aerial view of Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-134,https://texashistory.unt.edu/ark/67531/metapth1634445,ark/67531/metapth1634445,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-133,https://texashistory.unt.edu/ark/67531/metapth1634444,ark/67531/metapth1634444,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-135,https://texashistory.unt.edu/ark/67531/metapth1634446,ark/67531/metapth1634446,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-132,https://texashistory.unt.edu/ark/67531/metapth1634443,ark/67531/metapth1634443,"['[Unidentified plant in Queesland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-131,https://texashistory.unt.edu/ark/67531/metapth1634442,ark/67531/metapth1634442,"['[Unidentified tree in Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-130,https://texashistory.unt.edu/ark/67531/metapth1634441,ark/67531/metapth1634441,"['[Unidentified plant in Queensland, Australia]']",['1963'],,,
BRIT-A-AR003-002-01-136,https://texashistory.unt.edu/ark/67531/metapth1634447,ark/67531/metapth1634447,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-139,https://texashistory.unt.edu/ark/67531/metapth1634450,ark/67531/metapth1634450,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-137,https://texashistory.unt.edu/ark/67531/metapth1634448,ark/67531/metapth1634448,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-138,https://texashistory.unt.edu/ark/67531/metapth1634449,ark/67531/metapth1634449,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-140,https://texashistory.unt.edu/ark/67531/metapth1634451,ark/67531/metapth1634451,['[Stenocarpus sinuatus in New Caledonia]'],['1967'],,,
BRIT-A-AR003-002-01-143,https://texashistory.unt.edu/ark/67531/metapth1634454,ark/67531/metapth1634454,"['[Man with animals in Maderia, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-142,https://texashistory.unt.edu/ark/67531/metapth1634453,ark/67531/metapth1634453,"['[Man with animals in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-141,https://texashistory.unt.edu/ark/67531/metapth1634452,ark/67531/metapth1634452,"['[Stenocarpus Sinuatus in South Province, New Caledonia]']",['1968'],,,
BRIT-A-AR003-002-01-144,https://texashistory.unt.edu/ark/67531/metapth1634455,ark/67531/metapth1634455,"['[Man with animals in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-145,https://texashistory.unt.edu/ark/67531/metapth1634456,ark/67531/metapth1634456,"['[Animals pulling a carriage in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-147,https://texashistory.unt.edu/ark/67531/metapth1634458,ark/67531/metapth1634458,"['[Man in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-146,https://texashistory.unt.edu/ark/67531/metapth1634457,ark/67531/metapth1634457,"['[Animals pulling a carriage in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-149,https://texashistory.unt.edu/ark/67531/metapth1634460,ark/67531/metapth1634460,"['[Unidentified flowers in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-151,https://texashistory.unt.edu/ark/67531/metapth1634462,ark/67531/metapth1634462,"['[Papaver Somniferum Laciniatum in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-150,https://texashistory.unt.edu/ark/67531/metapth1634461,ark/67531/metapth1634461,"['[Papaver Somniferum Laciniatum in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-148,https://texashistory.unt.edu/ark/67531/metapth1634459,ark/67531/metapth1634459,"['[Man in Madeira, Portugal]']",['1967'],,,
BRIT-A-AR003-002-01-152,https://texashistory.unt.edu/ark/67531/metapth1634463,ark/67531/metapth1634463,"['[Unidentified trees in Madeira, Portugal]']",['1967'],,,
